LineID,OrderID,OrderDate,CustomerID,CustomerName,Segment,CustomerCity,CustomerCountry,ProductID,ProductName,Category,Brand,StoreID,StoreName,StoreCity,StoreCountry,Channel,Quantity,DiscountPct,SalesAmount,CostAmount,ProfitAmount
26,ORD-0017,2026-06-09,C032,Customer 032,Consumer,Antalya,Türkiye,P012,4K Monitor,Displays,ViewMax,S03,Izmir Coast,Izmir,Türkiye,Retail,2,0,798,450,348
27,ORD-0018,2026-06-28,C055,Customer 055,Corporate,Ankara,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S01,Istanbul Central,Istanbul,Türkiye,Retail,4,0,136,72,64
28,ORD-0019,2026-03-15,C125,Customer 125,Corporate,Bursa,Türkiye,P003,USB-C Hub,Accessories,Connectix,S02,Ankara Hub,Ankara,Türkiye,Retail,2,0.1,99.0,56,43.0
29,ORD-0019,2026-03-15,C125,Customer 125,Corporate,Bursa,Türkiye,P012,4K Monitor,Displays,ViewMax,S02,Ankara Hub,Ankara,Türkiye,Retail,3,0,1197,675,522
30,ORD-0020,2026-06-19,C025,Customer 025,Corporate,Izmir,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0,170,90,80
31,ORD-0020,2026-06-19,C025,Customer 025,Corporate,Izmir,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S03,Izmir Coast,Izmir,Türkiye,Retail,3,0,237,126,111
32,ORD-0020,2026-06-19,C025,Customer 025,Corporate,Izmir,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0.15,590.75,390,200.75
33,ORD-0021,2026-06-24,C120,Customer 120,Consumer,Ankara,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S04,Online Türkiye,Türkiye,Türkiye,Online,2,0.15,134.3,84,50.3
34,ORD-0021,2026-06-24,C120,Customer 120,Consumer,Ankara,Türkiye,P012,4K Monitor,Displays,ViewMax,S04,Online Türkiye,Türkiye,Türkiye,Online,5,0,1995,1125,870
35,ORD-0022,2026-05-17,C116,Customer 116,Small Business,Istanbul,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S03,Izmir Coast,Izmir,Türkiye,Retail,2,0.05,150.1,84,66.1
36,ORD-0023,2026-07-10,C136,Customer 136,Consumer,Ankara,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S03,Izmir Coast,Izmir,Türkiye,Retail,2,0.1,88.2,44,44.2
37,ORD-0023,2026-07-10,C136,Customer 136,Consumer,Ankara,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S03,Izmir Coast,Izmir,Türkiye,Retail,1,0,119,63,56
38,ORD-0024,2026-02-15,C095,Customer 095,Consumer,Istanbul,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0.05,565.25,315,250.25
39,ORD-0024,2026-02-15,C095,Customer 095,Consumer,Istanbul,Türkiye,P008,Desk Lamp,Office,BrightCo,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0,225,100,125
40,ORD-0025,2026-03-02,C027,Customer 027,Corporate,Izmir,Türkiye,P007,Webcam Pro,Video,VisionLab,S01,Istanbul Central,Istanbul,Türkiye,Retail,1,0.15,75.65,44,31.65
41,ORD-0025,2026-03-02,C027,Customer 027,Corporate,Izmir,Türkiye,P008,Desk Lamp,Office,BrightCo,S01,Istanbul Central,Istanbul,Türkiye,Retail,2,0.15,76.5,40,36.5
42,ORD-0026,2026-04-04,C083,Customer 083,Consumer,Izmir,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S01,Istanbul Central,Istanbul,Türkiye,Retail,1,0,119,63,56
43,ORD-0027,2026-03-06,C090,Customer 090,Corporate,Izmir,Türkiye,P011,Gaming Chair,Office,ErgoWorks,S03,Izmir Coast,Izmir,Türkiye,Retail,2,0.15,372.3,230,142.3
44,ORD-0027,2026-03-06,C090,Customer 090,Corporate,Izmir,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S03,Izmir Coast,Izmir,Türkiye,Retail,3,0.1,321.3,189,132.3
45,ORD-0028,2026-03-25,C136,Customer 136,Consumer,Ankara,Türkiye,P010,Bluetooth Speaker,Audio,SonicWave,S01,Istanbul Central,Istanbul,Türkiye,Retail,1,0,75,36,39
46,ORD-0029,2026-02-14,C168,Customer 168,Small Business,Istanbul,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S02,Ankara Hub,Ankara,Türkiye,Retail,1,0,49,22,27
47,ORD-0029,2026-02-14,C168,Customer 168,Small Business,Istanbul,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S02,Ankara Hub,Ankara,Türkiye,Retail,5,0.05,232.75,110,122.75
48,ORD-0029,2026-02-14,C168,Customer 168,Small Business,Istanbul,Türkiye,P011,Gaming Chair,Office,ErgoWorks,S02,Ankara Hub,Ankara,Türkiye,Retail,1,0.05,208.05,115,93.05
49,ORD-0030,2026-06-27,C147,Customer 147,Small Business,Bursa,Türkiye,P011,Gaming Chair,Office,ErgoWorks,S02,Ankara Hub,Ankara,Türkiye,Retail,2,0.1,394.2,230,164.2
50,ORD-0030,2026-06-27,C147,Customer 147,Small Business,Bursa,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S02,Ankara Hub,Ankara,Türkiye,Retail,5,0,245,110,135
51,ORD-0030,2026-06-27,C147,Customer 147,Small Business,Bursa,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S02,Ankara Hub,Ankara,Türkiye,Retail,1,0.05,113.05,63,50.05
52,ORD-0031,2026-07-06,C042,Customer 042,Small Business,Istanbul,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S02,Ankara Hub,Ankara,Türkiye,Retail,1,0,139,78,61
53,ORD-0032,2026-07-22,C127,Customer 127,Corporate,Izmir,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S02,Ankara Hub,Ankara,Türkiye,Retail,3,0,417,234,183
54,ORD-0033,2026-01-19,C159,Customer 159,Corporate,Izmir,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S02,Ankara Hub,Ankara,Türkiye,Retail,1,0.05,113.05,63,50.05
55,ORD-0034,2026-07-23,C023,Customer 023,Consumer,Izmir,Türkiye,P012,4K Monitor,Displays,ViewMax,S01,Istanbul Central,Istanbul,Türkiye,Retail,5,0.05,1895.25,1125,770.25
56,ORD-0035,2026-05-30,C123,Customer 123,Corporate,Bursa,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S01,Istanbul Central,Istanbul,Türkiye,Retail,1,0,34,18,16
57,ORD-0036,2026-06-25,C136,Customer 136,Consumer,Ankara,Türkiye,P008,Desk Lamp,Office,BrightCo,S03,Izmir Coast,Izmir,Türkiye,Retail,4,0,180,80,100
58,ORD-0037,2026-02-24,C078,Customer 078,Consumer,Istanbul,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S04,Online Türkiye,Türkiye,Türkiye,Online,4,0,996,580,416
59,ORD-0038,2026-07-30,C017,Customer 017,Corporate,Istanbul,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S03,Izmir Coast,Izmir,Türkiye,Retail,1,0.1,224.1,145,79.1
60,ORD-0039,2026-01-22,C176,Customer 176,Corporate,Bursa,Türkiye,P011,Gaming Chair,Office,ErgoWorks,S02,Ankara Hub,Ankara,Türkiye,Retail,4,0.05,832.2,460,372.2
61,ORD-0039,2026-01-22,C176,Customer 176,Corporate,Bursa,Türkiye,P007,Webcam Pro,Video,VisionLab,S02,Ankara Hub,Ankara,Türkiye,Retail,5,0,445,220,225
62,ORD-0040,2026-07-07,C132,Customer 132,Small Business,Antalya,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S01,Istanbul Central,Istanbul,Türkiye,Retail,5,0.15,208.25,110,98.25
63,ORD-0041,2026-07-23,C135,Customer 135,Small Business,Ankara,Türkiye,P003,USB-C Hub,Accessories,Connectix,S02,Ankara Hub,Ankara,Türkiye,Retail,4,0,220,112,108
64,ORD-0042,2026-06-19,C087,Customer 087,Small Business,Izmir,Türkiye,P011,Gaming Chair,Office,ErgoWorks,S02,Ankara Hub,Ankara,Türkiye,Retail,4,0.1,788.4,460,328.4
65,ORD-0042,2026-06-19,C087,Customer 087,Small Business,Izmir,Türkiye,P008,Desk Lamp,Office,BrightCo,S02,Ankara Hub,Ankara,Türkiye,Retail,1,0.15,38.25,20,18.25
66,ORD-0043,2026-01-16,C076,Customer 076,Corporate,Ankara,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S03,Izmir Coast,Izmir,Türkiye,Retail,1,0.1,30.6,18,12.6
67,ORD-0044,2026-03-12,C065,Customer 065,Small Business,Ankara,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S01,Istanbul Central,Istanbul,Türkiye,Retail,1,0.05,46.55,22,24.55
68,ORD-0044,2026-03-12,C065,Customer 065,Small Business,Ankara,Türkiye,P010,Bluetooth Speaker,Audio,SonicWave,S01,Istanbul Central,Istanbul,Türkiye,Retail,3,0,225,108,117
69,ORD-0044,2026-03-12,C065,Customer 065,Small Business,Ankara,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S01,Istanbul Central,Istanbul,Türkiye,Retail,1,0,49,22,27
70,ORD-0045,2026-07-16,C058,Customer 058,Consumer,Izmir,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S01,Istanbul Central,Istanbul,Türkiye,Retail,4,0.15,846.6,580,266.6
71,ORD-0045,2026-07-16,C058,Customer 058,Consumer,Izmir,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S01,Istanbul Central,Istanbul,Türkiye,Retail,4,0.05,186.2,88,98.2
72,ORD-0046,2026-04-19,C168,Customer 168,Small Business,Istanbul,Türkiye,P003,USB-C Hub,Accessories,Connectix,S02,Ankara Hub,Ankara,Türkiye,Retail,2,0,110,56,54
73,ORD-0047,2026-05-08,C176,Customer 176,Corporate,Bursa,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0,170,90,80
74,ORD-0047,2026-05-08,C176,Customer 176,Corporate,Bursa,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S03,Izmir Coast,Izmir,Türkiye,Retail,3,0.15,86.7,54,32.7
75,ORD-0047,2026-05-08,C176,Customer 176,Corporate,Bursa,Türkiye,P007,Webcam Pro,Video,VisionLab,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0,445,220,225
76,ORD-0048,2026-07-30,C044,Customer 044,Corporate,Antalya,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S04,Online Türkiye,Türkiye,Türkiye,Online,1,0,49,22,27
77,ORD-0049,2026-06-17,C167,Customer 167,Consumer,Ankara,Türkiye,P010,Bluetooth Speaker,Audio,SonicWave,S02,Ankara Hub,Ankara,Türkiye,Retail,3,0,225,108,117
78,ORD-0049,2026-06-17,C167,Customer 167,Consumer,Ankara,Türkiye,P012,4K Monitor,Displays,ViewMax,S02,Ankara Hub,Ankara,Türkiye,Retail,1,0.05,379.05,225,154.05
79,ORD-0050,2026-06-16,C024,Customer 024,Corporate,Izmir,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S01,Istanbul Central,Istanbul,Türkiye,Retail,4,0.05,186.2,88,98.2
80,ORD-0051,2026-07-22,C073,Customer 073,Consumer,Istanbul,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S01,Istanbul Central,Istanbul,Türkiye,Retail,2,0,98,44,54
81,ORD-0052,2026-04-26,C153,Customer 153,Consumer,Antalya,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S03,Izmir Coast,Izmir,Türkiye,Retail,1,0,249,145,104
82,ORD-0052,2026-04-26,C153,Customer 153,Consumer,Antalya,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S03,Izmir Coast,Izmir,Türkiye,Retail,2,0,98,44,54
83,ORD-0053,2026-03-29,C134,Customer 134,Consumer,Izmir,Türkiye,P011,Gaming Chair,Office,ErgoWorks,S03,Izmir Coast,Izmir,Türkiye,Retail,2,0.15,372.3,230,142.3
84,ORD-0054,2026-06-27,C056,Customer 056,Small Business,Izmir,Türkiye,P012,4K Monitor,Displays,ViewMax,S01,Istanbul Central,Istanbul,Türkiye,Retail,4,0.15,1356.6,900,456.6
85,ORD-0055,2026-03-21,C157,Customer 157,Small Business,Bursa,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S02,Ankara Hub,Ankara,Türkiye,Retail,4,0,136,72,64
86,ORD-0056,2026-03-19,C027,Customer 027,Corporate,Izmir,Türkiye,P003,USB-C Hub,Accessories,Connectix,S01,Istanbul Central,Istanbul,Türkiye,Retail,2,0,110,56,54
87,ORD-0057,2026-02-05,C035,Customer 035,Small Business,Ankara,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S04,Online Türkiye,Türkiye,Türkiye,Online,1,0.15,67.15,42,25.15
88,ORD-0057,2026-02-05,C035,Customer 035,Small Business,Ankara,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S04,Online Türkiye,Türkiye,Türkiye,Online,5,0,1245,725,520
89,ORD-0058,2026-02-25,C017,Customer 017,Corporate,Istanbul,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S02,Ankara Hub,Ankara,Türkiye,Retail,2,0.15,57.8,36,21.8
90,ORD-0059,2026-06-13,C169,Customer 169,Small Business,Ankara,Türkiye,P008,Desk Lamp,Office,BrightCo,S03,Izmir Coast,Izmir,Türkiye,Retail,4,0.05,171.0,80,91.0
91,ORD-0059,2026-06-13,C169,Customer 169,Small Business,Ankara,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0,695,390,305
92,ORD-0060,2026-03-03,C035,Customer 035,Small Business,Ankara,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S01,Istanbul Central,Istanbul,Türkiye,Retail,2,0.15,202.3,126,76.3
93,ORD-0061,2026-06-02,C037,Customer 037,Consumer,Izmir,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S02,Ankara Hub,Ankara,Türkiye,Retail,1,0.15,211.65,145,66.65
94,ORD-0062,2026-06-05,C111,Customer 111,Small Business,Izmir,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S01,Istanbul Central,Istanbul,Türkiye,Retail,1,0,79,42,37
95,ORD-0063,2026-04-04,C153,Customer 153,Consumer,Antalya,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0,395,210,185
96,ORD-0063,2026-04-04,C153,Customer 153,Consumer,Antalya,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0.05,232.75,110,122.75
97,ORD-0064,2026-06-28,C090,Customer 090,Corporate,Izmir,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S01,Istanbul Central,Istanbul,Türkiye,Retail,3,0,747,435,312
98,ORD-0065,2026-07-07,C149,Customer 149,Small Business,Ankara,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S02,Ankara Hub,Ankara,Türkiye,Retail,1,0.15,28.9,18,10.9
99,ORD-0066,2026-04-30,C058,Customer 058,Consumer,Izmir,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S01,Istanbul Central,Istanbul,Türkiye,Retail,2,0.15,57.8,36,21.8
100,ORD-0066,2026-04-30,C058,Customer 058,Consumer,Izmir,Türkiye,P011,Gaming Chair,Office,ErgoWorks,S01,Istanbul Central,Istanbul,Türkiye,Retail,5,0.15,930.75,575,355.75
101,ORD-0066,2026-04-30,C058,Customer 058,Consumer,Izmir,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S01,Istanbul Central,Istanbul,Türkiye,Retail,2,0.15,423.3,290,133.3
102,ORD-0067,2026-05-13,C164,Customer 164,Small Business,Bursa,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S03,Izmir Coast,Izmir,Türkiye,Retail,4,0.15,166.6,88,78.6
103,ORD-0068,2026-05-10,C044,Customer 044,Corporate,Antalya,Türkiye,P008,Desk Lamp,Office,BrightCo,S02,Ankara Hub,Ankara,Türkiye,Retail,5,0,225,100,125
104,ORD-0069,2026-03-10,C086,Customer 086,Consumer,Antalya,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S04,Online Türkiye,Türkiye,Türkiye,Online,3,0.1,321.3,189,132.3
105,ORD-0070,2026-03-31,C120,Customer 120,Consumer,Ankara,Türkiye,P008,Desk Lamp,Office,BrightCo,S04,Online Türkiye,Türkiye,Türkiye,Online,4,0,180,80,100
106,ORD-0071,2026-05-31,C017,Customer 017,Corporate,Istanbul,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S04,Online Türkiye,Türkiye,Türkiye,Online,1,0.15,118.15,78,40.15
107,ORD-0072,2026-02-19,C092,Customer 092,Small Business,Antalya,Türkiye,P008,Desk Lamp,Office,BrightCo,S03,Izmir Coast,Izmir,Türkiye,Retail,1,0.1,40.5,20,20.5
108,ORD-0073,2026-06-01,C152,Customer 152,Small Business,Istanbul,Türkiye,P012,4K Monitor,Displays,ViewMax,S01,Istanbul Central,Istanbul,Türkiye,Retail,4,0.1,1436.4,900,536.4
109,ORD-0073,2026-06-01,C152,Customer 152,Small Business,Istanbul,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S01,Istanbul Central,Istanbul,Türkiye,Retail,2,0.1,250.2,156,94.2
110,ORD-0074,2026-06-08,C180,Customer 180,Corporate,Istanbul,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S02,Ankara Hub,Ankara,Türkiye,Retail,3,0.1,91.8,54,37.8
111,ORD-0075,2026-05-08,C136,Customer 136,Consumer,Ankara,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S02,Ankara Hub,Ankara,Türkiye,Retail,2,0.05,150.1,84,66.1
112,ORD-0075,2026-05-08,C136,Customer 136,Consumer,Ankara,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S02,Ankara Hub,Ankara,Türkiye,Retail,4,0.05,452.2,252,200.2
113,ORD-0076,2026-05-29,C079,Customer 079,Small Business,Antalya,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S04,Online Türkiye,Türkiye,Türkiye,Online,2,0,278,156,122
114,ORD-0077,2026-01-10,C054,Customer 054,Consumer,Istanbul,Türkiye,P012,4K Monitor,Displays,ViewMax,S02,Ankara Hub,Ankara,Türkiye,Retail,5,0.1,1795.5,1125,670.5
115,ORD-0078,2026-07-09,C045,Customer 045,Consumer,Bursa,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S01,Istanbul Central,Istanbul,Türkiye,Retail,1,0.15,211.65,145,66.65
116,ORD-0078,2026-07-09,C045,Customer 045,Consumer,Bursa,Türkiye,P007,Webcam Pro,Video,VisionLab,S01,Istanbul Central,Istanbul,Türkiye,Retail,5,0.05,422.75,220,202.75
117,ORD-0078,2026-07-09,C045,Customer 045,Consumer,Bursa,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S01,Istanbul Central,Istanbul,Türkiye,Retail,3,0.15,124.95,66,58.95
118,ORD-0079,2026-04-06,C049,Customer 049,Consumer,Bursa,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S02,Ankara Hub,Ankara,Türkiye,Retail,3,0,417,234,183
119,ORD-0080,2026-03-11,C163,Customer 163,Corporate,Izmir,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S03,Izmir Coast,Izmir,Türkiye,Retail,1,0,249,145,104
120,ORD-0081,2026-05-23,C088,Customer 088,Corporate,Istanbul,Türkiye,P011,Gaming Chair,Office,ErgoWorks,S04,Online Türkiye,Türkiye,Türkiye,Online,3,0,657,345,312
121,ORD-0082,2026-06-27,C004,Customer 004,Small Business,Istanbul,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S03,Izmir Coast,Izmir,Türkiye,Retail,3,0,102,54,48
122,ORD-0082,2026-06-27,C004,Customer 004,Small Business,Istanbul,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S03,Izmir Coast,Izmir,Türkiye,Retail,1,0,79,42,37
123,ORD-0083,2026-03-14,C140,Customer 140,Small Business,Ankara,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S01,Istanbul Central,Istanbul,Türkiye,Retail,3,0.05,96.9,54,42.9
124,ORD-0083,2026-03-14,C140,Customer 140,Small Business,Ankara,Türkiye,P007,Webcam Pro,Video,VisionLab,S01,Istanbul Central,Istanbul,Türkiye,Retail,2,0.15,151.3,88,63.3
125,ORD-0083,2026-03-14,C140,Customer 140,Small Business,Ankara,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S01,Istanbul Central,Istanbul,Türkiye,Retail,5,0,595,315,280
126,ORD-0084,2026-01-28,C093,Customer 093,Small Business,Izmir,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S02,Ankara Hub,Ankara,Türkiye,Retail,4,0.05,452.2,252,200.2
127,ORD-0085,2026-04-23,C128,Customer 128,Consumer,Antalya,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S01,Istanbul Central,Istanbul,Türkiye,Retail,1,0,34,18,16
128,ORD-0085,2026-04-23,C128,Customer 128,Consumer,Antalya,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S01,Istanbul Central,Istanbul,Türkiye,Retail,1,0.1,30.6,18,12.6
129,ORD-0086,2026-03-06,C111,Customer 111,Small Business,Izmir,Türkiye,P003,USB-C Hub,Accessories,Connectix,S01,Istanbul Central,Istanbul,Türkiye,Retail,3,0.05,156.75,84,72.75
130,ORD-0086,2026-03-06,C111,Customer 111,Small Business,Izmir,Türkiye,P008,Desk Lamp,Office,BrightCo,S01,Istanbul Central,Istanbul,Türkiye,Retail,5,0,225,100,125
131,ORD-0086,2026-03-06,C111,Customer 111,Small Business,Izmir,Türkiye,P012,4K Monitor,Displays,ViewMax,S01,Istanbul Central,Istanbul,Türkiye,Retail,2,0.15,678.3,450,228.3
132,ORD-0087,2026-07-17,C107,Customer 107,Small Business,Izmir,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S03,Izmir Coast,Izmir,Türkiye,Retail,1,0,249,145,104
133,ORD-0088,2026-02-18,C084,Customer 084,Consumer,Istanbul,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S04,Online Türkiye,Türkiye,Türkiye,Online,5,0,595,315,280
